Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
12020,Shatabdi Return,3,BHL,BHILWARA,13:00,13:10,250,IFBI,"INDIAN FIRE BRICKS & INSULATION LTD SDG, RANCHI ROAD",ABKD,"BHOWRAH NO. 5, KHANUDIH"
12020,Shatabdi Return,4,ABKD,"BHOWRAH NO. 5, KHANUDIH",16:00,,400,IFBI,"INDIAN FIRE BRICKS & INSULATION LTD SDG, RANCHI ROAD",ABKD,"BHOWRAH NO. 5, KHANUDIH"
12021,Jan Shatabdi,1,ABKD,"BHOWRAH NO. 5, KHANUDIH",,08:00,0,ABKD,"BHOWRAH NO. 5, KHANUDIH",BBN,BARBIL
12021,Jan Shatabdi,2,ASBK,ASSTT. SDG. BOKARO JAHRIA NO.6. KHANUDIH.,10:00,10:10,100,ABKD,"BHOWRAH NO. 5, KHANUDIH",BBN,BARBIL
12021,Jan Shatabdi,3,JSWV,M/S JSW STEEL COATED PRODUCTS LTD.,13:00,13:10,250,ABKD,"BHOWRAH NO. 5, KHANUDIH",BBN,BARBIL
12021,Jan Shatabdi,4,BBN,BARBIL,16:00,,400,ABKD,"BHOWRAH NO. 5, KHANUDIH",BBN,BARBIL
12022,Jan Shatabdi Return,1,BBN,BARBIL,,08:00,0,BBN,BARBIL,ABKD,"BHOWRAH NO. 5, KHANUDIH"
12022,Jan Shatabdi Return,2,BIE,BHISTENHATTI,10:00,10:10,100,BBN,BARBIL,ABKD,"BHOWRAH NO. 5, KHANUDIH"
12022,Jan Shatabdi Return,3,NBKH,NABA GRAM KANKURHATI,13:00,13:10,250,BBN,BARBIL,ABKD,"BHOWRAH NO. 5, KHANUDIH"
12022,Jan Shatabdi Return,4,ABKD,"BHOWRAH NO. 5, KHANUDIH",16:00,,400,BBN,BARBIL,ABKD,"BHOWRAH NO. 5, KHANUDIH"
12023,Jan Shatabdi,1,ABKD,"BHOWRAH NO. 5, KHANUDIH",,08:00,0,ABKD,"BHOWRAH NO. 5, KHANUDIH",AKPK,"M/S ADANI KRISHNAPATNAM PORT LTD. SIDING, KRISHNAPATNAM"
12023,Jan Shatabdi,2,GEDE,GEDE,10:00,10:10,100,ABKD,"BHOWRAH NO. 5, KHANUDIH",AKPK,"M/S ADANI KRISHNAPATNAM PORT LTD. SIDING, KRISHNAPATNAM"
12023,Jan Shatabdi,3,HME,HAMRE,13:00,13:10,250,ABKD,"BHOWRAH NO. 5, KHANUDIH",AKPK,"M/S ADANI KRISHNAPATNAM PORT LTD. SIDING, KRISHNAPATNAM"
12023,Jan Shatabdi,4,AKPK,"M/S ADANI KRISHNAPATNAM PORT LTD. SIDING, KRISHNAPATNAM",16:00,,400,ABKD,"BHOWRAH NO. 5, KHANUDIH",AKPK,"M/S ADANI KRISHNAPATNAM PORT LTD. SIDING, KRISHNAPATNAM"
12024,Jan Shatabdi Return,1,AKPK,"M/S ADANI KRISHNAPATNAM PORT LTD. SIDING, KRISHNAPATNAM",,08:00,0,AKPK,"M/S ADANI KRISHNAPATNAM PORT LTD. SIDING, KRISHNAPATNAM",ABKD,"BHOWRAH NO. 5, KHANUDIH"
12024,Jan Shatabdi Return,2,SHH,SHAPUR,10:00,10:10,100,AKPK,"M/S ADANI KRISHNAPATNAM PORT LTD. SIDING, KRISHNAPATNAM",ABKD,"BHOWRAH NO. 5, KHANUDIH"
12024,Jan Shatabdi Return,3,MPSP,"MILITARY PETROL STORAGE, PALAM",13:00,13:10,250,AKPK,"M/S ADANI KRISHNAPATNAM PORT LTD. SIDING, KRISHNAPATNAM",ABKD,"BHOWRAH NO. 5, KHANUDIH"
12024,Jan Shatabdi Return,4,ABKD,"BHOWRAH NO. 5, KHANUDIH",16:00,,400,AKPK,"M/S ADANI KRISHNAPATNAM PORT LTD. SIDING, KRISHNAPATNAM",ABKD,"BHOWRAH NO. 5, KHANUDIH"
12025,Shatabdi,1,BOSG,"BULK OIL SDG GHORPURI, PUNE JN.",,08:00,0,BOSG,"BULK OIL SDG GHORPURI, PUNE JN.",BAD,BAD
12025,Shatabdi,2,EC09,CHAMPAPUR HALT,10:00,10:10,100,BOSG,"BULK OIL SDG GHORPURI, PUNE JN.",BAD,BAD
12025,Shatabdi,3,NRD,NARODA,13:00,13:10,250,BOSG,"BULK OIL SDG GHORPURI, PUNE JN.",BAD,BAD
12025,Shatabdi,4,BAD,BAD,16:00,,400,BOSG,"BULK OIL SDG GHORPURI, PUNE JN.",BAD,BAD
12026,Shatabdi Return,1,BAD,BAD,,08:00,0,BAD,BAD,BOSG,"BULK OIL SDG GHORPURI, PUNE JN."
12026,Shatabdi Return,2,CCA,CHIGICHERIA,10:00,10:10,100,BAD,BAD,BOSG,"BULK OIL SDG GHORPURI, PUNE JN."
12026,Shatabdi Return,3,TAO,TAMNA,13:00,13:10,250,BAD,BAD,BOSG,"BULK OIL SDG GHORPURI, PUNE JN."
12026,Shatabdi Return,4,BOSG,"BULK OIL SDG GHORPURI, PUNE JN.",16:00,,400,BAD,BAD,BOSG,"BULK OIL SDG GHORPURI, PUNE JN."
12027,Shatabdi,1,MAS,CHENNAI CENTRAL,,08:00,0,MAS,CHENNAI CENTRAL,BNC,BANGALORE CANTT.
12027,Shatabdi,2,PGTN,PALGHAT TOWN,10:00,10:10,100,MAS,CHENNAI CENTRAL,BNC,BANGALORE CANTT.
12027,Shatabdi,3,PKJ,PAKHAJAN,13:00,13:10,250,MAS,CHENNAI CENTRAL,BNC,BANGALORE CANTT.
12027,Shatabdi,4,BNC,BANGALORE CANTT.,16:00,,400,MAS,CHENNAI CENTRAL,BNC,BANGALORE CANTT.
12028,Shatabdi Return,1,BNC,BANGALORE CANTT.,,08:00,0,BNC,BANGALORE CANTT.,MAS,CHENNAI CENTRAL
12028,Shatabdi Return,2,MLPM,MELPAKKAM,10:00,10:10,100,BNC,BANGALORE CANTT.,MAS,CHENNAI CENTRAL
12028,Shatabdi Return,3,GID,GIDDALUR,13:00,13:10,250,BNC,BANGALORE CANTT.,MAS,CHENNAI CENTRAL
12028,Shatabdi Return,4,MAS,CHENNAI CENTRAL,16:00,,400,BNC,BANGALORE CANTT.,MAS,CHENNAI CENTRAL
12029,Amritsar Swarna Shatabdi,1,ABC,NEW EXPLOSIVE FACTORY,,08:00,0,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12029,Amritsar Swarna Shatabdi,2,VRIF,VRIDHA CHALAM JN.,10:00,10:10,100,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12029,Amritsar Swarna Shatabdi,3,MLR,MALKHED,13:00,13:10,250,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12029,Amritsar Swarna Shatabdi,4,ANDI,ADARSH NAGAR DELHI,16:00,,400,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12030,Amritsar Swarna Shatabdi Return,1,ANDI,ADARSH NAGAR DELHI,,08:00,0,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12030,Amritsar Swarna Shatabdi Return,2,KTZ,KHUTWANSA,10:00,10:10,100,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12030,Amritsar Swarna Shatabdi Return,3,DLIB,M/S DISTRIBUTION LOGISTICS INFRASTRUCTURE PVT.LTD.,13:00,13:10,250,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12030,Amritsar Swarna Shatabdi Return,4,ABC,NEW EXPLOSIVE FACTORY,16:00,,400,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12031,Amritsar Shatabdi,1,ABC,NEW EXPLOSIVE FACTORY,,08:00,0,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12031,Amritsar Shatabdi,2,BOKO,BOKO,10:00,10:10,100,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12031,Amritsar Shatabdi,3,BPCR,"BPCL SIDING, KARARI",13:00,13:10,250,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12031,Amritsar Shatabdi,4,ANDI,ADARSH NAGAR DELHI,16:00,,400,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12032,Amritsar Shatabdi Return,1,ANDI,ADARSH NAGAR DELHI,,08:00,0,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12032,Amritsar Shatabdi Return,2,SDLP,SADULPUR,10:00,10:10,100,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12032,Amritsar Shatabdi Return,3,LOA,LORHA,13:00,13:10,250,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12032,Amritsar Shatabdi Return,4,ABC,NEW EXPLOSIVE FACTORY,16:00,,400,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12033,Delhi Shatabdi,1,CPA,KANPUR,,08:00,0,CPA,KANPUR,ABC,NEW EXPLOSIVE FACTORY
12033,Delhi Shatabdi,2,KGS,KHONG SARA,10:00,10:10,100,CPA,KANPUR,ABC,NEW EXPLOSIVE FACTORY
12033,Delhi Shatabdi,3,LGP,LINGOJIPALLIE,13:00,13:10,250,CPA,KANPUR,ABC,NEW EXPLOSIVE FACTORY
12033,Delhi Shatabdi,4,ABC,NEW EXPLOSIVE FACTORY,16:00,,400,CPA,KANPUR,ABC,NEW EXPLOSIVE FACTORY
12034,Delhi Shatabdi Return,1,ABC,NEW EXPLOSIVE FACTORY,,08:00,0,ABC,NEW EXPLOSIVE FACTORY,CPA,KANPUR
12034,Delhi Shatabdi Return,2,KVLR,KARUVALLI,10:00,10:10,100,ABC,NEW EXPLOSIVE FACTORY,CPA,KANPUR
12034,Delhi Shatabdi Return,3,MJV,MANJHAGARH,13:00,13:10,250,ABC,NEW EXPLOSIVE FACTORY,CPA,KANPUR
12034,Delhi Shatabdi Return,4,CPA,KANPUR,16:00,,400,ABC,NEW EXPLOSIVE FACTORY,CPA,KANPUR
12035,Fort Shatabdi,1,BJPR,BIJAIPUR ROAD,,08:00,0,BJPR,BIJAIPUR ROAD,AEBK,AGRA EAST BANK
12035,Fort Shatabdi,2,TETA,TELTA,10:00,10:10,100,BJPR,BIJAIPUR ROAD,AEBK,AGRA EAST BANK
12035,Fort Shatabdi,3,BDPG,BADA PADAGAON,13:00,13:10,250,BJPR,BIJAIPUR ROAD,AEBK,AGRA EAST BANK
12035,Fort Shatabdi,4,AEBK,AGRA EAST BANK,16:00,,400,BJPR,BIJAIPUR ROAD,AEBK,AGRA EAST BANK
12036,Fort Shatabdi Return,1,AEBK,AGRA EAST BANK,,08:00,0,AEBK,AGRA EAST BANK,BJPR,BIJAIPUR ROAD
12036,Fort Shatabdi Return,2,SIPC,SRIBAR,10:00,10:10,100,AEBK,AGRA EAST BANK,BJPR,BIJAIPUR ROAD
12036,Fort Shatabdi Return,3,SBO,SABAUR,13:00,13:10,250,AEBK,AGRA EAST BANK,BJPR,BIJAIPUR ROAD
12036,Fort Shatabdi Return,4,BJPR,BIJAIPUR ROAD,16:00,,400,AEBK,AGRA EAST BANK,BJPR,BIJAIPUR ROAD
12037,Ludhiana Shatabdi,1,ABC,NEW EXPLOSIVE FACTORY,,08:00,0,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12037,Ludhiana Shatabdi,2,RXRM,"MILATRY SIDING, RANGAPHAR",10:00,10:10,100,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12037,Ludhiana Shatabdi,3,BPP,BAPATLA,13:00,13:10,250,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12037,Ludhiana Shatabdi,4,ANDI,ADARSH NAGAR DELHI,16:00,,400,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12038,Ludhiana Shatabdi Return,1,ANDI,ADARSH NAGAR DELHI,,08:00,0,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12038,Ludhiana Shatabdi Return,2,BG,BHONGIR,10:00,10:10,100,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12038,Ludhiana Shatabdi Return,3,KTHA,KHUTAHA,13:00,13:10,250,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12038,Ludhiana Shatabdi Return,4,ABC,NEW EXPLOSIVE FACTORY,16:00,,400,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12039,(T) Kathgodam Shatabdi,1,ANDN,ANAND NAGAR,,08:00,0,ANDN,ANAND NAGAR,ANVR,ANAND VIHAR HALT
12039,(T) Kathgodam Shatabdi,2,TEK,TEKKALI,10:00,10:10,100,ANDN,ANAND NAGAR,ANVR,ANAND VIHAR HALT
12039,(T) Kathgodam Shatabdi,3,KAVI,KAVI,13:00,13:10,250,ANDN,ANAND NAGAR,ANVR,ANAND VIHAR HALT
12039,(T) Kathgodam Shatabdi,4,ANVR,ANAND VIHAR HALT,16:00,,400,ANDN,ANAND NAGAR,ANVR,ANAND VIHAR HALT
12040,(T) Kathgodam Shatabdi Return,1,ANVR,ANAND VIHAR HALT,,08:00,0,ANVR,ANAND VIHAR HALT,ANDN,ANAND NAGAR
12040,(T) Kathgodam Shatabdi Return,2,YTPY,M/S YERMARAS THERMAL POWER STATION,10:00,10:10,100,ANVR,ANAND VIHAR HALT,ANDN,ANAND NAGAR
12040,(T) Kathgodam Shatabdi Return,3,BSC,BULANDSHAHR,13:00,13:10,250,ANVR,ANAND VIHAR HALT,ANDN,ANAND NAGAR
12040,(T) Kathgodam Shatabdi Return,4,ANDN,ANAND NAGAR,16:00,,400,ANVR,ANAND VIHAR HALT,ANDN,ANAND NAGAR
12041,Jalpaiguri Shatabdi,1,ABKD,"BHOWRAH NO. 5, KHANUDIH",,08:00,0,ABKD,"BHOWRAH NO. 5, KHANUDIH",ABC,NEW EXPLOSIVE FACTORY
12041,Jalpaiguri Shatabdi,2,GMI,GONDUMRI,10:00,10:10,100,ABKD,"BHOWRAH NO. 5, KHANUDIH",ABC,NEW EXPLOSIVE FACTORY
12041,Jalpaiguri Shatabdi,3,DLV,DOLAVALI,13:00,13:10,250,ABKD,"BHOWRAH NO. 5, KHANUDIH",ABC,NEW EXPLOSIVE FACTORY
12041,Jalpaiguri Shatabdi,4,ABC,NEW EXPLOSIVE FACTORY,16:00,,400,ABKD,"BHOWRAH NO. 5, KHANUDIH",ABC,NEW EXPLOSIVE FACTORY
12042,Jalpaiguri Shatabdi Return,1,ABC,NEW EXPLOSIVE FACTORY,,08:00,0,ABC,NEW EXPLOSIVE FACTORY,ABKD,"BHOWRAH NO. 5, KHANUDIH"
12042,Jalpaiguri Shatabdi Return,2,DLGN,DHALGAON,10:00,10:10,100,ABC,NEW EXPLOSIVE FACTORY,ABKD,"BHOWRAH NO. 5, KHANUDIH"
12042,Jalpaiguri Shatabdi Return,3,NOK,NOKHA,13:00,13:10,250,ABC,NEW EXPLOSIVE FACTORY,ABKD,"BHOWRAH NO. 5, KHANUDIH"
12042,Jalpaiguri Shatabdi Return,4,ABKD,"BHOWRAH NO. 5, KHANUDIH",16:00,,400,ABC,NEW EXPLOSIVE FACTORY,ABKD,"BHOWRAH NO. 5, KHANUDIH"
12043,Moga Shatabdi,1,ABC,NEW EXPLOSIVE FACTORY,,08:00,0,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12043,Moga Shatabdi,2,MDCJ,M/S. DECCAN CEMENTS LTD.,10:00,10:10,100,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12043,Moga Shatabdi,3,CHAR,CHARMAL,13:00,13:10,250,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12043,Moga Shatabdi,4,ANDI,ADARSH NAGAR DELHI,16:00,,400,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12044,Moga Shatabdi Return,1,ANDI,ADARSH NAGAR DELHI,,08:00,0,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12044,Moga Shatabdi Return,2,LDPR,LADPURA,10:00,10:10,100,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12044,Moga Shatabdi Return,3,DHP,DICHPALLI,13:00,13:10,250,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12044,Moga Shatabdi Return,4,ABC,NEW EXPLOSIVE FACTORY,16:00,,400,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12045,Chandigarh Shatabdi,1,ABC,NEW EXPLOSIVE FACTORY,,08:00,0,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12045,Chandigarh Shatabdi,2,HMEL,GURU GOVIND SINGH REFINERY PROJECT HPCL MITTAL ENERGY LTD.,10:00,10:10,100,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12045,Chandigarh Shatabdi,3,MICL,"MICO USERS TEXMACO SDG, SODPUR",13:00,13:10,250,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12045,Chandigarh Shatabdi,4,ANDI,ADARSH NAGAR DELHI,16:00,,400,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12046,Chandigarh Shatabdi Return,1,ANDI,ADARSH NAGAR DELHI,,08:00,0,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12046,Chandigarh Shatabdi Return,2,GNAN,GONDA JN.,10:00,10:10,100,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12046,Chandigarh Shatabdi Return,3,BJV,BIJAURIA,13:00,13:10,250,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12046,Chandigarh Shatabdi Return,4,ABC,NEW EXPLOSIVE FACTORY,16:00,,400,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12051,Jan Shatabdi,1,DRJ,DADAR JN.,,08:00,0,DRJ,DADAR JN.,MADG,MADGAON
12051,Jan Shatabdi,2,MBF,MUNABAO,10:00,10:10,100,DRJ,DADAR JN.,MADG,MADGAON
12051,Jan Shatabdi,3,NZT,NAZARETH,13:00,13:10,250,DRJ,DADAR JN.,MADG,MADGAON
12051,Jan Shatabdi,4,MADG,MADGAON,16:00,,400,DRJ,DADAR JN.,MADG,MADGAON
12052,Jan Shatabdi Return,1,MADG,MADGAON,,08:00,0,MADG,MADGAON,DRJ,DADAR JN.
12052,Jan Shatabdi Return,2,BPN,BANPUR,10:00,10:10,100,MADG,MADGAON,DRJ,DADAR JN.
12052,Jan Shatabdi Return,3,BCSP,BHURKUNDA SIDING,13:00,13:10,250,MADG,MADGAON,DRJ,DADAR JN.
12052,Jan Shatabdi Return,4,DRJ,DADAR JN.,16:00,,400,MADG,MADGAON,DRJ,DADAR JN.
12053,Jan Shatabdi,1,HW,HARIDWAR,,08:00,0,HW,HARIDWAR,AICD,"I.C.D. SIDING, AMRITSAR"
12053,Jan Shatabdi,2,SBGG,SAHIBGANJ PUBLIC SIDING,10:00,10:10,100,HW,HARIDWAR,AICD,"I.C.D. SIDING, AMRITSAR"
12053,Jan Shatabdi,3,NRMU,NARAMAU HALT,13:00,13:10,250,HW,HARIDWAR,AICD,"I.C.D. SIDING, AMRITSAR"
12053,Jan Shatabdi,4,AICD,"I.C.D. SIDING, AMRITSAR",16:00,,400,HW,HARIDWAR,AICD,"I.C.D. SIDING, AMRITSAR"
12054,Jan Shatabdi Return,1,AICD,"I.C.D. SIDING, AMRITSAR",,08:00,0,AICD,"I.C.D. SIDING, AMRITSAR",HW,HARIDWAR
12054,Jan Shatabdi Return,2,AKLA,AKOLA JN.,10:00,10:10,100,AICD,"I.C.D. SIDING, AMRITSAR",HW,HARIDWAR
12054,Jan Shatabdi Return,3,BNXR,BIDHANNAGAR ROAD,13:00,13:10,250,AICD,"I.C.D. SIDING, AMRITSAR",HW,HARIDWAR
12054,Jan Shatabdi Return,4,HW,HARIDWAR,16:00,,400,AICD,"I.C.D. SIDING, AMRITSAR",HW,HARIDWAR
12055,Dehradun Jan Shatabdi,1,ABC,NEW EXPLOSIVE FACTORY,,08:00,0,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12055,Dehradun Jan Shatabdi,2,TTMS,"TUBE MILL PROJECT, TATANAGAR JN.",10:00,10:10,100,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12055,Dehradun Jan Shatabdi,3,GDKP,GHUNDANKHAPA,13:00,13:10,250,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12055,Dehradun Jan Shatabdi,4,ANDI,ADARSH NAGAR DELHI,16:00,,400,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12056,Dehradun Jan Shatabdi Return,1,ANDI,ADARSH NAGAR DELHI,,08:00,0,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12056,Dehradun Jan Shatabdi Return,2,CVP,KOVILPATTI,10:00,10:10,100,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12056,Dehradun Jan Shatabdi Return,3,KTV,KOTTAVALASA JN.,13:00,13:10,250,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12056,Dehradun Jan Shatabdi Return,4,ABC,NEW EXPLOSIVE FACTORY,16:00,,400,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12057,Una Jan Shatabdi,1,ABC,NEW EXPLOSIVE FACTORY,,08:00,0,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12057,Una Jan Shatabdi,2,MPUE,MAINPURI KACHARI,10:00,10:10,100,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12057,Una Jan Shatabdi,3,MOF,MONDH,13:00,13:10,250,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12057,Una Jan Shatabdi,4,ANDI,ADARSH NAGAR DELHI,16:00,,400,ABC,NEW EXPLOSIVE FACTORY,ANDI,ADARSH NAGAR DELHI
12058,Una Jan Shatabdi Return,1,ANDI,ADARSH NAGAR DELHI,,08:00,0,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12058,Una Jan Shatabdi Return,2,DZB,DAHINA ZAINABAD,10:00,10:10,100,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12058,Una Jan Shatabdi Return,3,KSWD,KASAR WADI,13:00,13:10,250,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12058,Una Jan Shatabdi Return,4,ABC,NEW EXPLOSIVE FACTORY,16:00,,400,ANDI,ADARSH NAGAR DELHI,ABC,NEW EXPLOSIVE FACTORY
12059,Jan Shatabdi,1,BYKT,BURAKAYALAKOTA HALT,,08:00,0,BYKT,BURAKAYALAKOTA HALT,HHFH,"HINDUSTAN HOUSING FACTORY, HAZRAT NIZAMUDDIN"
12059,Jan Shatabdi,2,BESC,"BHARTIA ELECTRIC STEEL CO., BALLYGUNGE JN.",10:00,10:10,100,BYKT,BURAKAYALAKOTA HALT,HHFH,"HINDUSTAN HOUSING FACTORY, HAZRAT NIZAMUDDIN"
12059,Jan Shatabdi,3,CTR,CHATRA,13:00,13:10,250,BYKT,BURAKAYALAKOTA HALT,HHFH,"HINDUSTAN HOUSING FACTORY, HAZRAT NIZAMUDDIN"
12059,Jan Shatabdi,4,HHFH,"HINDUSTAN HOUSING FACTORY, HAZRAT NIZAMUDDIN",16:00,,400,BYKT,BURAKAYALAKOTA HALT,HHFH,"HINDUSTAN HOUSING FACTORY, HAZRAT NIZAMUDDIN"
12060,Jan Shatabdi Return,1,HHFH,"HINDUSTAN HOUSING FACTORY, HAZRAT NIZAMUDDIN",,08:00,0,HHFH,"HINDUSTAN HOUSING FACTORY, HAZRAT NIZAMUDDIN",BYKT,BURAKAYALAKOTA HALT
12060,Jan Shatabdi Return,2,KNKD,KANKANADI,10:00,10:10,100,HHFH,"HINDUSTAN HOUSING FACTORY, HAZRAT NIZAMUDDIN",BYKT,BURAKAYALAKOTA HALT
12060,Jan Shatabdi Return,3,ABKP,AMBIKAPUR,13:00,13:10,250,HHFH,"HINDUSTAN HOUSING FACTORY, HAZRAT NIZAMUDDIN",BYKT,BURAKAYALAKOTA HALT
12060,Jan Shatabdi Return,4,BYKT,BURAKAYALAKOTA HALT,16:00,,400,HHFH,"HINDUSTAN HOUSING FACTORY, HAZRAT NIZAMUDDIN",BYKT,BURAKAYALAKOTA HALT
12061,Jan Shatabdi,1,HBJ,HABIBGANJ,,08:00,0,HBJ,HABIBGANJ,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
12061,Jan Shatabdi,2,KRAN,KORATTI ANGADI HALT,10:00,10:10,100,HBJ,HABIBGANJ,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
12061,Jan Shatabdi,3,GV,GOVANDI,13:00,13:10,250,HBJ,HABIBGANJ,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
12061,Jan Shatabdi,4,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",16:00,,400,HBJ,HABIBGANJ,GISG,"GREY IRON FOUNDRY SDG, JABALPUR"
12062,Jan Shatabdi Return,1,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",,08:00,0,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",HBJ,HABIBGANJ
12062,Jan Shatabdi Return,2,VRA,VALAVANUR HALT,10:00,10:10,100,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",HBJ,HABIBGANJ
12062,Jan Shatabdi Return,3,VRM,VARNAMA,13:00,13:10,250,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",HBJ,HABIBGANJ
12062,Jan Shatabdi Return,4,HBJ,HABIBGANJ,16:00,,400,GISG,"GREY IRON FOUNDRY SDG, JABALPUR",HBJ,HABIBGANJ
12063,Link,1,HW,HARIDWAR,,08:00,0,HW,HARIDWAR,UNA,UNA
12063,Link,2,MFM,MAHALAM,10:00,10:10,100,HW,HARIDWAR,UNA,UNA
12063,Link,3,HRO,HARUA ROAD,13:00,13:10,250,HW,HARIDWAR,UNA,UNA
12063,Link,4,UNA,UNA,16:00,,400,HW,HARIDWAR,UNA,UNA
12064,Link Return,1,UNA,UNA,,08:00,0,UNA,UNA,HW,HARIDWAR
12064,Link Return,2,LGD,LALLAGUDA,10:00,10:10,100,UNA,UNA,HW,HARIDWAR
12064,Link Return,3,SPJB,SAIDPUR JALALABAD HALT,13:00,13:10,250,UNA,UNA,HW,HARIDWAR
12064,Link Return,4,HW,HARIDWAR,16:00,,400,UNA,UNA,HW,HARIDWAR
12067,Town Jan Shatabdi,1,GHYF,GUWAHATI,,08:00,0,GHYF,GUWAHATI,JT,JORHAT
12067,Town Jan Shatabdi,2,TGT,TINAIGHAT,10:00,10:10,100,GHYF,GUWAHATI,JT,JORHAT
12067,Town Jan Shatabdi,3,VPSF,VIRDHUNAGAR JN. SOUTH BLOCK,13:00,13:10,250,GHYF,GUWAHATI,JT,JORHAT
